Topics,Authors,Post Dates,Reply Counts,ID
不知道是不是有了萧平章/程凤台的滤镜，我觉得黄晓明挺适合做发起人的,https://www.douban.com/people/101928097/,2020-05-04 16:10:24,34,101928097
报！前线又累傻一位！白冰姐姐已经练到混淆日期了！,https://www.douban.com/people/199938834/,2020-05-09 14:52:48,180,199938834
大胆开麦，花少2的灵魂人物是许晴，没有她不会太香,https://www.douban.com/people/161360106/,2020-05-07 18:57:12,16,161360106
感谢管理员，我居然进来了,https://www.douban.com/people/40764343/,2020-05-13 19:00:43,4,40764343
小雨和依依子快在一起吧，我真是太磕星女郎的颜值了,https://www.douban.com/people/128004334/,2020-05-13 11:49:36,7,128004334
为我童年女神松松子——陈松伶姐姐打call！请pick我松松子姐姐！,https://www.douban.com/people/2983817/,2020-05-07 22:56:59,226,2983817
男明星果然比女明星好混多了,https://www.douban.com/people/216487273/,2020-05-09 23:32:48,247,216487273
听说每一个成熟的小组都会有成语接龙,https://www.douban.com/people/190227773/,2020-05-08 21:25:46,1112,190227773
时代的眼泪，黄龄姐姐演过金甲战士里的丝戴拉,https://www.douban.com/people/182010445/,2020-05-11 18:49:43,105,182010445
张萌谈制片人经历，曾给演员发五次剧本仍被拒绝,https://www.douban.com/people/176079625/,2020-05-13 14:12:34,36,176079625
震惊！音乐区潜力up主竟然和《high歌》《痒》の吟唱者重名？对此……（斥巨资给黄龄买个浴室，潜力up入股不亏，请尽情pick),https://www.douban.com/people/214568158/,2020-05-04 13:20:32,566,214568158
张雨绮王丽坤，泼辣御姐x温柔御姐，不考虑磕吗,https://www.douban.com/people/200170166/,2020-05-04 16:19:04,39,200170166
郁可唯 唯唯子今日机场,https://www.douban.com/people/164210963/,2020-05-13 13:39:14,43,164210963
王智的演艺圈奋斗史就是励志两个字，请允许十年老芝士来安利一下,https://www.douban.com/people/wangzhifans/,2020-05-11 13:10:48,160,wangzhifans
有无二轮电话错过接听的？,https://www.douban.com/people/190301531/,2020-05-13 17:08:09,11,190301531
？？现在还可以报名大众评审吗,https://www.douban.com/people/132906152/,2020-05-13 18:51:36,3,132906152
15万组员啦！！！！！快来合影！！！！！20万啦！！！！22万啦！！！！！,https://www.douban.com/people/67299971/,2020-05-07 23:50:37,447,67299971
😂马不停蹄回去下墓的小雨,https://www.douban.com/people/209656276/,2020-05-09 17:13:17,203,209656276
【更新】1号宿舍北京小分队扯头花的同时，上海小分队也集结完毕了！！！事业心upup！！,https://www.douban.com/people/185993844/,2020-05-13 08:21:06,69,185993844
关于暗号…,https://www.douban.com/people/49224186/,2020-05-12 12:45:39,48,49224186
看资料汇总发现姐姐们的身高大多都在165-170区间，没有拉跨的，不错,https://www.douban.com/people/192647452/,2020-05-05 17:56:14,27,192647452
丁当曾经拒绝过我是歌手的邀约 后来后悔了,https://www.douban.com/people/137250604/,2020-05-13 09:54:54,76,137250604
我真是要被昕昕子的沙雕粉丝笑死了！,https://www.douban.com/people/185570484/,2020-05-12 19:56:04,59,185570484
之前那个导演是真的导演吗,https://www.douban.com/people/194211002/,2020-05-13 18:35:51,1,194211002
涛一涛现在估计留在长沙的姐姐,https://www.douban.com/people/199587939/,2020-05-09 21:11:25,74,199587939
依依子去长沙啦！姐夫打call,https://www.douban.com/people/157351800/,2020-05-13 16:46:47,27,157351800
康康黄圣依姐姐画的乘风破浪的🚢，太可爱啦,https://www.douban.com/people/75268551/,2020-05-13 18:22:44,2,75268551
我太吃萌萌子的颜了，有和我一样的吗？,https://www.douban.com/people/212008402/,2020-05-12 22:28:39,59,212008402
昨日2号组扯头花和晚起的一些经过,https://www.douban.com/people/baming/,2020-05-08 19:55:18,271,baming
陈松伶的精彩表演《笑看风云》的林贞烈，让你心疼，快看看,https://www.douban.com/people/192497254/,2020-05-12 17:37:01,7,192497254
pick黄圣依，我不要你们只知道海娃,https://www.douban.com/people/175100179/,2020-05-05 02:17:25,136,175100179
播出时间暂定6月12号（内含一些冠名）,https://www.douban.com/people/178631723/,2020-05-13 17:54:46,13,178631723
金晨秒了我的一张图🍀,https://www.douban.com/people/154426515/,2020-05-12 20:14:07,36,154426515
持更/万茜粉丝也太好笑了吧哈哈哈哈哈哈5.11更新！,https://www.douban.com/people/154137541/,2020-05-05 10:26:23,1289,154137541
静姐她们每天都要称体重诶，杜华是你教的吗？,https://www.douban.com/people/70069618/,2020-05-13 13:35:06,27,70069618
张小雨×张萌。杂文：探险江湖之恋爱启蒙（绮萌）,https://www.douban.com/people/211801957/,2020-05-07 01:51:31,82,211801957
我们昕昕子，不是美丽的废物好嘛❗‼️‼️,https://www.douban.com/people/191531521/,2020-05-07 11:10:26,231,191531521
看乘风破浪把芸芸子逼的成什么样了,https://www.douban.com/people/70763278/,2020-05-13 16:45:21,11,70763278
来来来，买房时间打个卡！！！大合影，咔嚓,https://www.douban.com/people/196144556/,2020-05-08 08:52:42,65,196144556
芒果你记得一件事，找花少2的剪辑师来剪,https://www.douban.com/people/201076438/,2020-05-10 15:36:18,56,201076438
小雨，山东人，属虎，狮子座，a血型，爱吃大葱,https://www.douban.com/people/179876651/,2020-05-13 09:45:35,55,179876651
小表弟灵魂数问！,https://www.douban.com/people/170422096/,2020-05-13 17:35:34,6,170422096
这是阿朵姐？,https://www.douban.com/people/195522606/,2020-05-12 18:34:49,28,195522606
有磕张萌和金晨的吗！,https://www.douban.com/people/215237356/,2020-05-08 23:34:45,8,215237356
张小雨唱跳双废？封神曲小摩托葫芦娃了解一下！！！,https://www.douban.com/people/185993844/,2020-05-13 14:52:43,32,185993844
『白冰安利』古装剧出身，戏外有着精彩人生~,https://www.douban.com/people/71484775/,2020-05-05 14:07:06,111,71484775
22W组员达成撒花！！打卡合影！！！🎉🎉🎉真·豆瓣顶流,https://www.douban.com/people/46461533/,2020-05-07 16:44:06,2109,46461533
6月中旬播出,https://www.douban.com/people/baming/,2020-05-06 07:03:05,231,baming
芸芸子把云南白药当香水喷，太惨了⑧,https://www.douban.com/people/170546133/,2020-05-13 16:44:52,2,170546133
（更新了）最全cp名总结，欢迎补充,https://www.douban.com/people/185383441/,2020-05-10 23:03:22,73,185383441
有人要去第一次公演吗？,https://www.douban.com/people/194801212/,2020-05-13 15:38:57,3,194801212
大家换位思考一下（可能有点难听）,https://www.douban.com/people/69642365/,2020-05-08 23:39:08,391,69642365
你们都是i姐姐，我是i导演,https://www.douban.com/people/79414557/,2020-05-06 02:47:09,26,79414557
买定离手，乘风破浪的姐姐会成为花少2plus还是女神来了？,https://www.douban.com/people/1551305/,2020-05-05 04:00:40,2272,1551305
黄圣依起晚了急哭了！张雨绮跺脚了！哈哈哈哈哈哈哈哈哈导演太难了,https://www.douban.com/people/175712140/,2020-05-08 12:50:35,1263,175712140
这是第三次接到节目组电话了，然鹅……,https://www.douban.com/people/176098150/,2020-05-13 15:23:24,54,176098150
i雨集合,https://www.douban.com/people/180607779/,2020-05-11 23:19:51,42,180607779
听我的，二轮招商找格力，然后董小姐来一期嘉宾（更新打投老干妈和湾仔码头）,https://www.douban.com/people/190985931/,2020-05-07 23:14:16,455,190985931
报！姐姐在片场练舞！疑似疯魔,https://www.douban.com/people/192912531/,2020-05-11 14:35:32,133,192912531
【茜言万雨|万茜×张雨绮】斯德哥尔摩情人|黑化/病娇/囚禁/快车慎入,https://www.douban.com/people/203210668/,2020-05-13 07:49:36,52,203210668
我特别特别特别难过，拜托大家了！（有更新）,https://www.douban.com/people/206498685/,2020-05-09 08:07:11,610,206498685
实力vocal丁当快点🔥起来,https://www.douban.com/people/170262722/,2020-05-09 19:06:34,16,170262722
金晨全面安利【持更】,https://www.douban.com/people/205424231/,2020-05-12 18:10:33,13,205424231
有没有i王霏霏的,https://www.douban.com/people/188830096/,2020-05-06 20:53:01,227,188830096
更新，又接到一个。。第三轮电话？,https://www.douban.com/people/171919771/,2020-05-13 10:54:56,24,171919771
专注姐姐们沙雕视频 我带着女团实力测评来了 给所有姐姐一个精准定位！！！,https://www.douban.com/people/165607951/,2020-05-13 17:26:46,2,165607951
宁小静 烟火里的尘埃,https://www.douban.com/people/63064555/,2020-05-13 10:43:15,6,63064555
来康万茜✖️黄龄的古早同台飙歌！！cp名已出炉，黄金万两了解一下！！,https://www.douban.com/people/103393478/,2020-05-06 21:39:25,30,103393478
称体重是杜华安排的吗？？,https://www.douban.com/people/199818234/,2020-05-13 16:54:59,7,199818234
谁说宁静不能舞担滴，附视频,https://www.douban.com/people/173331486/,2020-05-13 03:43:13,10,173331486
集妹们！快来pick孟佳入股不亏,https://www.douban.com/people/214714554/,2020-05-03 22:28:19,102,214714554
郑希怡发微博：只想静静,https://www.douban.com/people/210905527/,2020-05-08 20:37:14,206,210905527
关于暗号,https://www.douban.com/people/196814235/,2020-05-09 15:19:06,383,196814235
一个关于许飞的冷知识,https://www.douban.com/people/160670915/,2020-05-13 11:20:28,15,160670915
节目宿舍环境路透（搬）,https://www.douban.com/people/216423905/,2020-05-13 16:10:23,21,216423905
发现组里好像一直在涛关于做数据控评等事说一下我的想法！,https://www.douban.com/people/186309548/,2020-05-12 23:14:12,24,186309548
白冰姐姐送机视频也出来了！姐真的没带衣服吧，接送机穿的是一套衣服,https://www.douban.com/people/71484775/,2020-05-10 19:35:36,28,71484775
白冰姐姐的 歌舞才艺,https://www.douban.com/people/197608499/,2020-05-08 22:15:41,24,197608499
有！没！有！人！喜！欢！白！冰,https://www.douban.com/people/214578774/,2020-05-07 21:23:00,211,214578774
有！没！有！人！喜！欢！白！冰,https://www.douban.com/people/214578774/,2020-05-07 21:23:00,211,214578774
(更新瘦腿秘籍）我们昕昕子出息了！女团妆发太美了！！好瘦好美好可爱！！有颜有趣有身材！,https://www.douban.com/people/166613158/,2020-05-09 20:47:11,282,166613158
吕一表示真的想去！,https://www.douban.com/people/204629914/,2020-05-13 15:09:02,11,204629914
啊啊啊啊啊啊啊啊我馋了,https://www.douban.com/people/121929998/,2020-05-07 14:40:32,546,121929998
一心一意，独佳记忆,https://www.douban.com/people/193782175/,2020-05-13 11:06:11,17,193782175
小组热度下降，有人怀疑是姐姐们没物料没梗了？,https://www.douban.com/people/147332475/,2020-05-11 17:30:58,46,147332475
涛一下十位姐姐的古装。(陈松伶/宁静/黄圣依/万茜/王丽坤/张萌/白冰/张含韵/金晨/吴昕),https://www.douban.com/people/199587939/,2020-05-12 22:13:30,92,199587939
看看陈松伶姐姐哦,https://www.douban.com/people/199587939/,2020-05-12 22:48:34,41,199587939
已经接到第三轮电话,https://www.douban.com/people/46275324/,2020-05-10 17:12:21,36,46275324
我来安利张萌！姐姐节目组第一招商扛把子（进来许愿）,https://www.douban.com/people/146345116/,2020-05-08 12:19:08,244,146345116
感觉大家热情太高涨了，奶死婊活，先‼️降低期待‼️，都进来踩踩踩踩踩踩踩踩踩踩踩踩踩,https://www.douban.com/people/191347563/,2020-05-08 00:36:57,1003,191347563
后知后觉锁组了？,https://www.douban.com/people/205122002/,2020-05-11 15:53:50,35,205122002
统计一下万茜这张图，秒了多少路人？,https://www.douban.com/people/196082266/,2020-05-07 23:00:10,568,196082266
《乘风破浪的姐姐》节目组现场准备好了救护车，节目组还是很上心,https://www.douban.com/people/179443308/,2020-05-13 14:46:41,19,179443308
《乘风破浪的姐姐们》的姐姐们要对后浪出手了吗？,https://www.douban.com/people/214579956/,2020-05-13 16:33:04,3,214579956
舞蹈安利！金晨的傣族舞和练习室舞蹈,https://www.douban.com/people/180656327/,2020-05-13 12:25:02,8,180656327
dream一下，节目组会开各种衍生综艺吗？有的话，我一定追着看！我对知名女艺人的生活可是充满了想象与期待！,https://www.douban.com/people/148826664/,2020-05-13 16:07:32,8,148826664
分组不公平，建议重组,https://www.douban.com/people/216025370/,2020-05-12 08:55:19,33,216025370
考古姐姐们的微博抖音，第一个感到真香的艺人竟然是陆陆子！,https://www.douban.com/people/81702248/,2020-05-12 12:05:45,48,81702248
万茜粉丝真的学会控评了吗？,https://www.douban.com/people/155881355/,2020-05-07 17:12:22,511,155881355
【搞笑担当】松松子陈松伶回京受款待！被宠爱的松松姐姐真幸福！自封称号“松大人”！,https://www.douban.com/people/216338890/,2020-05-13 13:44:45,12,216338890
刘心悠x张雨绮      《姐姐3》,https://www.douban.com/people/201532467/,2020-05-11 00:08:52,89,201532467
给你们感受一下初代萌王的威力！C位出道张含韵！,https://www.douban.com/people/183835123/,2020-05-06 12:56:54,123,183835123
1号别墅的姐姐们已经相约练舞了,https://www.douban.com/people/199797439/,2020-05-09 20:02:47,393,199797439
有王霏霏和孟佳的粉丝吗？看百度百科有几个疑问,https://www.douban.com/people/47355248/,2020-05-13 11:52:41,26,47355248
王智会武术，谁都挡不住！冲鸭～,https://www.douban.com/people/115814449/,2020-05-11 18:01:24,34,115814449
对这个节目的一些热切的希望：不要艹好妻子好母亲人设，让姐姐作为女性本身乘风破浪吧！,https://www.douban.com/people/152039438/,2020-05-08 14:14:41,202,152039438
（新增直拍链接）刘敏涛姐姐来吧，我控评图都做好了哈哈哈哈哈哈,https://www.douban.com/people/145675571/,2020-05-06 13:41:20,500,145675571
张雨绮蛊了我的心😭都进来看kittyzhang，收获快乐🤣。持续更新使我心动的瞬间🥰我要给小雨盖楼了💓(大家不要只收藏，帮我一起盖楼吧😎),https://www.douban.com/people/207050126/,2020-05-06 18:34:45,287,207050126
温暖暖心善美王智,https://www.douban.com/people/182263804/,2020-05-07 23:04:31,6,182263804
提名vocal好的姐姐，我可太爱听姐姐们唱歌了,https://www.douban.com/people/181080781/,2020-05-13 08:10:09,27,181080781
关于🔒组时间（20200508更新）,https://www.douban.com/people/38332292/,2020-05-06 21:59:05,571,38332292
伊能静唱歌原来这么好听！,https://www.douban.com/people/162530950/,2020-05-12 20:02:39,64,162530950
安利张含韵小姐姐近几年的音乐作品~唱功飞速成长！我们不只有酸酸甜甜！,https://www.douban.com/people/205878600/,2020-05-13 02:52:41,17,205878600
失踪人口王丽坤终于出现了！！！,https://www.douban.com/people/210812403/,2020-05-09 19:59:31,66,210812403
姐姐赏🌸丨早年小雨娇🌸时期突破次元壁的电影,https://www.douban.com/people/170977511/,2020-05-13 11:16:00,21,170977511
黄圣依姐姐做饭实力究竟如何？为何会这样！,https://www.douban.com/people/75268551/,2020-05-09 14:44:52,119,75268551
好几个姐姐不认识啊,https://www.douban.com/people/178037768/,2020-05-09 16:22:24,375,178037768
全能女神钟丽缇【持更】,https://www.douban.com/people/216289078/,2020-05-09 05:42:28,125,216289078
各家来定一下姐姐们的emoji,https://www.douban.com/people/214578774/,2020-05-07 11:22:52,111,214578774
给张雨绮  绮绮子排面，安排一个星期的画，姐姐要C位出道呀！,https://www.douban.com/people/163360569/,2020-05-11 23:36:17,49,163360569
求问,https://www.douban.com/people/171987026/,2020-05-13 15:08:56,2,171987026
很好奇《乘风破浪的姐姐》的塔罗牌占卜是怎么样的,https://www.douban.com/people/159779981/,2020-05-12 09:48:22,32,159779981
路人粉来安利萌萌子了，这姐不愧是5G冲浪制片人！凌晨5点在粉丝群发好困，奈何粉丝都在睡觉！,https://www.douban.com/people/189878178/,2020-05-13 08:39:01,20,189878178
依依子看姐夫直播，还打钱了,https://www.douban.com/people/216316588/,2020-05-13 12:25:52,12,216316588
绝世歌姬vocal朱婧汐💗💗💗,https://www.douban.com/people/dasising/,2020-05-09 00:03:33,76,dasising
删,https://www.douban.com/people/213267062/,2020-05-12 11:37:42,131,213267062
【高燃踩点】乘风破浪的姐姐舞蹈群像《Believer》,https://www.douban.com/people/47355248/,2020-05-13 07:37:33,42,47355248
黄圣依经典影视角色回顾，姐姐居然还演过这个！,https://www.douban.com/people/75268551/,2020-05-12 19:40:00,103,75268551
披荆斩棘的哥哥,https://www.douban.com/people/209647524/,2020-05-12 18:49:32,35,209647524
披荆斩棘的哥哥,https://www.douban.com/people/209647524/,2020-05-12 18:49:32,35,209647524
刷到一个宁静的剪辑，太好看了叭!😍😍😍,https://www.douban.com/people/214164572/,2020-05-11 12:14:40,25,214164572
我的姐妹一直以为这是个冲浪节目。。。（楼被群名带歪了）,https://www.douban.com/people/187590931/,2020-05-13 12:34:18,37,187590931
来看看我们蓝姐的绝美古装！,https://www.douban.com/people/206419274/,2020-05-13 12:13:06,10,206419274
（更李斯丹妮对沈梦辰动手 ）（更新沈梦辰微博三位姐妹凌晨2：39还在练舞）1号宿舍开始分任务了，沈梦辰封李斯丹妮甜美担当不起,https://www.douban.com/people/127813719/,2020-05-13 01:36:17,43,127813719
不懂就问，这个节目真的有fbb吗,https://www.douban.com/people/185436890/,2020-05-13 13:14:59,17,185436890
💒第一间宿舍名副其实学霸组| 🌸李斯丹妮 王霏霏 孟佳 张含韵 沈梦辰 郁可唯 金晨🌸,https://www.douban.com/people/145675571/,2020-05-06 13:26:09,157,145675571
导演回复我了！是不是说明李小璐还有希望！,https://www.douban.com/people/134844495/,2020-05-07 23:19:27,123,134844495
节目组在召集粉丝团名字，大家快来开开脑洞,https://www.douban.com/people/186754175/,2020-05-12 23:50:51,38,186754175
【王霏霏，孟佳】参赛姐姐安利|科普,https://www.douban.com/people/192664221/,2020-05-08 23:24:17,62,192664221
0508张含韵上海到达，反拍站姐太好笑了,https://www.douban.com/people/205878600/,2020-05-08 20:14:35,426,205878600
有人想看王霏霏！孟佳吗？？？？！！！！,https://www.douban.com/people/176314245/,2020-05-07 21:44:19,81,176314245
为张含韵小姐姐打call,https://www.douban.com/people/203669880/,2020-05-12 15:53:00,37,203669880
深扒！有梗安利图。大家一起来找茬2.0版，你能找到几处？,https://www.douban.com/people/216338890/,2020-05-13 10:51:58,5,216338890
推荐：3:00-3:10现场感受王霏霏的踢耳环slay现场！！！,https://www.douban.com/people/dllspoison/,2020-05-13 11:04:20,7,dllspoison
海陆、张含韵、陈松伶、王霏霏接机视频,https://www.douban.com/people/198087188/,2020-05-10 18:40:36,33,198087188
考古含韵姐姐的沙雕尬舞视频，有点好笑😂,https://www.douban.com/people/214864071/,2020-05-12 20:22:25,9,214864071
接到了二轮电话,https://www.douban.com/people/llllllsixi/,2020-05-13 13:55:24,4,llllllsixi
现在节目开录了，我们给节目组提议歌曲和舞蹈吧 更靠谱！！（持更！！！）【主楼更新时间为每天中午11点到12点 晚上7点到八点】,https://www.douban.com/people/190805046/,2020-05-08 20:45:46,371,190805046
😽佳霏猫😻【孟佳×王霏霏】十三年姐妹情！磕到就是赚到！,https://www.douban.com/people/145675571/,2020-05-05 20:45:50,177,145675571
来听听黄龄小姐姐的浴室音乐会！｜帮姐姐得到金牌好吗！！（70.5万了，离金牌更近了！！！！！）,https://www.douban.com/people/165519176/,2020-05-12 23:40:11,25,165519176
普及下真·撕X黑马芸芸子,https://www.douban.com/people/70763278/,2020-05-12 13:35:42,24,70763278
看看温柔可爱的海陆姐姐吧！,https://www.douban.com/people/185656904/,2020-05-11 15:41:27,69,185656904
发现组里好多人再问萌萌子 张萌姐姐的学历真的那么高吗 我来科普一下！！！姐姐超优秀的,https://www.douban.com/people/165607951/,2020-05-10 22:15:58,89,165607951
热烈祝贺浪花突破20万！（本组微博有抽奖送芒果TV会员活动，微博被限流了找起来比较麻烦）,https://www.douban.com/people/38332292/,2020-05-08 21:05:00,132,38332292
考古姐姐物料。我get了昕昕子的颜。,https://www.douban.com/people/197850333/,2020-05-12 21:41:26,44,197850333
